id,name,engine_species,types,ability1,ability2,hidden_ability,egg_group1,egg_group2,gender_ratio,egg_cycles,growth_rate,catch_rate,exp_yield,source_abilities
093,Vampiro,SPECIES_DODUO,flying/dark,ABILITY_KEEN_EYE,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,185,Vista Aguçada / Vento Veloz
094,Piuiuim,SPECIES_DODRIO,flying,ABILITY_KEEN_EYE,ABILITY_BIG_PECKS,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_FLYING,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,94,Vista Aguçada / Vento Veloz
095,Tuiuiú,SPECIES_SEEL,flying/water,ABILITY_KEEN_EYE,ABILITY_SWIFT_SWIM,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,184,Vista Aguçada / Vento Veloz
096,Colhereiro,SPECIES_DEWGONG,flying/fairy,ABILITY_KEEN_EYE,ABILITY_MAGIC_GUARD,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,Vista Aguçada / Vento Veloz
097,Mulinha,SPECIES_GRIMER,normal,ABILITY_RUN_AWAY,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,95,Faro / Placidez
098,Mula,SPECIES_MUK,normal/fire,ABILITY_RUN_AWAY,ABILITY_FLASH_FIRE,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,135,Faro / Placidez
099,Mula-sem-Cabeça,SPECIES_SHELLDER,fire/ghost,ABILITY_BLAZE,ABILITY_CURSED_BODY,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,183,Chama / Corpo Flamejante
100,Corcovado,SPECIES_CLOYSTER,rock/dragon,ABILITY_STURDY,ABILITY_SHED_SKIN,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_DRAGON,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,Corpo Rochoso / Poeira
101,Cerválo,SPECIES_GASTLY,normal,ABILITY_RUN_AWAY,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,95,Faro / Placidez
102,Catingueiro,SPECIES_HAUNTER,normal/grass,ABILITY_RUN_AWAY,ABILITY_CHLOROPHYLL,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_GRASS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,184,Faro / Placidez
103,Suçuapara,SPECIES_GENGAR,normal/fighting,ABILITY_RUN_AWAY,ABILITY_INNER_FOCUS,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Faro / Placidez
104,Cabocim,SPECIES_ONIX,water,ABILITY_TORRENT,ABILITY_SWIFT_SWIM,ABILITY_QUICK_FEET,EGG_GROUP_WATER_1,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,96,Torrente / Corpo Molhado
105,Caboclo,SPECIES_DROWZEE,water/fighting,ABILITY_TORRENT,ABILITY_INNER_FOCUS,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,184,Torrente / Corpo Molhado
106,Cangaço,SPECIES_HYPNO,dark/flying,ABILITY_INTIMIDATE,ABILITY_BIG_PECKS,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_FLYING,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Intimidação / Cara de Mau
107,Xangô,SPECIES_KRABBY,electric/fighting,ABILITY_STATIC,ABILITY_INNER_FOCUS,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,Estática / Motor Elétrico
108,Iemanjá,SPECIES_KINGLER,water/fairy,ABILITY_TORRENT,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,Torrente / Corpo Molhado
109,Oxum,SPECIES_VOLTORB,water/fairy,ABILITY_TORRENT,ABILITY_MAGIC_GUARD,ABILITY_COMPETITIVE,EGG_GROUP_WATER_1,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,202,Torrente / Corpo Molhado
110,Ogum,SPECIES_ELECTRODE,steel/fire,ABILITY_CLEAR_BODY,ABILITY_FLASH_FIRE,ABILITY_SHEER_FORCE,EGG_GROUP_MINERAL,EGG_GROUP_FIELD,PERCENT_FEMALE(50),40,GROWTH_SLOW,45,201,Corpo Metálico / Ponto Fraco
111,Cavalim,SPECIES_EXEGGCUTE,normal,ABILITY_RUN_AWAY,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,95,Faro / Placidez
112,Cavalgado,SPECIES_EXEGGUTOR,normal/fighting,ABILITY_RUN_AWAY,ABILITY_INNER_FOCUS,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,185,Faro / Placidez
113,Zebuim,SPECIES_CUBONE,normal,ABILITY_RUN_AWAY,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,94,Faro / Placidez
114,Zebu,SPECIES_MAROWAK,normal/fighting,ABILITY_RUN_AWAY,ABILITY_INNER_FOCUS,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,184,Faro / Placidez
115,Ovelhinha,SPECIES_HITMONLEE,normal/fairy,ABILITY_RUN_AWAY,ABILITY_MAGIC_GUARD,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,Faro / Placidez
116,Cabrita,SPECIES_HITMONCHAN,normal/rock,ABILITY_RUN_AWAY,ABILITY_ROCK_HEAD,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Faro / Placidez
117,Chocalhão,SPECIES_LICKITUNG,poison,ABILITY_POISON_POINT,ABILITY_LIQUID_OOZE,ABILITY_QUICK_FEET,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,95,Ponto Cego / Corpo Fedido
118,Cascavelim,SPECIES_KOFFING,poison,ABILITY_POISON_POINT,ABILITY_LIQUID_OOZE,ABILITY_QUICK_FEET,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,135,Ponto Cego / Corpo Fedido
119,Cascavão,SPECIES_WEEZING,poison/dark,ABILITY_POISON_POINT,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_AMORPHOUS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,184,Ponto Cego / Corpo Fedido
120,Jararaca,SPECIES_RHYHORN,poison/grass,ABILITY_POISON_POINT,ABILITY_CHLOROPHYLL,ABILITY_QUICK_FEET,EGG_GROUP_AMORPHOUS,EGG_GROUP_GRASS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Ponto Cego / Corpo Fedido
121,Pirarim,SPECIES_RHYDON,water,ABILITY_TORRENT,ABILITY_SWIFT_SWIM,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_2,EGG_GROUP_WATER_2,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,94,Torrente / Corpo Molhado
122,Pirarucu,SPECIES_CHANSEY,water/dragon,ABILITY_TORRENT,ABILITY_SHED_SKIN,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_2,EGG_GROUP_DRAGON,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,184,Torrente / Corpo Molhado
123,Piranha,SPECIES_TANGELA,water/dark,ABILITY_TORRENT,ABILITY_PRANKSTER,ABILITY_QUICK_FEET,EGG_GROUP_WATER_2,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Torrente / Corpo Molhado
124,Tambaqui,SPECIES_KANGASKHAN,water/normal,ABILITY_TORRENT,ABILITY_PICKUP,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_2,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Torrente / Corpo Molhado
125,Aruanã,SPECIES_HORSEA,water/flying,ABILITY_TORRENT,ABILITY_BIG_PECKS,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_2,EGG_GROUP_FLYING,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Torrente / Corpo Molhado
126,Poraquê,SPECIES_SEADRA,electric/water,ABILITY_STATIC,ABILITY_SWIFT_SWIM,ABILITY_QUICK_FEET,EGG_GROUP_FIELD,EGG_GROUP_WATER_2,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,Estática / Motor Elétrico
127,Curimbatá,SPECIES_GOLDEEN,water/ground,ABILITY_TORRENT,ABILITY_ARENA_TRAP,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_2,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Torrente / Corpo Molhado
128,Traíra,SPECIES_SEAKING,water/dark,ABILITY_TORRENT,ABILITY_PRANKSTER,ABILITY_QUICK_FEET,EGG_GROUP_WATER_2,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Torrente / Corpo Molhado
129,Dourado,SPECIES_STARYU,water/fighting,ABILITY_TORRENT,ABILITY_INNER_FOCUS,ABILITY_QUICK_FEET,EGG_GROUP_WATER_2,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,Torrente / Corpo Molhado
130,Tucunaré,SPECIES_STARMIE,water/dark,ABILITY_TORRENT,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_2,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Torrente / Corpo Molhado
131,Pacu,SPECIES_MR_MIME,water/grass,ABILITY_TORRENT,ABILITY_CHLOROPHYLL,ABILITY_QUICK_FEET,EGG_GROUP_WATER_2,EGG_GROUP_GRASS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Torrente / Corpo Molhado
132,Matrinxã,SPECIES_SCYTHER,water/normal,ABILITY_TORRENT,ABILITY_PICKUP,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_2,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Torrente / Corpo Molhado
133,Piau,SPECIES_JYNX,water/normal,ABILITY_TORRENT,ABILITY_PICKUP,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_2,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Torrente / Corpo Molhado
134,Cascudo,SPECIES_ELECTABUZZ,water/rock,ABILITY_TORRENT,ABILITY_ROCK_HEAD,ABILITY_QUICK_FEET,EGG_GROUP_WATER_2,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Torrente / Corpo Molhado
135,Acará,SPECIES_MAGMAR,water/psychic,ABILITY_TORRENT,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_WATER_1,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Torrente / Corpo Molhado
136,Vagalumim,SPECIES_PINSIR,bug/electric,ABILITY_SWARM,ABILITY_LIGHTNING_ROD,ABILITY_QUICK_FEET,EGG_GROUP_BUG,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,95,Enxame / Olho Composto
137,Vagalume,SPECIES_TAUROS,bug/electric,ABILITY_SWARM,ABILITY_LIGHTNING_ROD,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,185,Enxame / Olho Composto
138,Cigarrinho,SPECIES_MAGIKARP,bug,ABILITY_SWARM,ABILITY_COMPOUND_EYES,ABILITY_QUICK_FEET,EGG_GROUP_BUG,EGG_GROUP_BUG,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,94,Enxame / Olho Composto
139,Cigarrão,SPECIES_GYARADOS,bug/flying,ABILITY_SWARM,ABILITY_BIG_PECKS,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_FLYING,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,184,Enxame / Olho Composto
140,Louvadinha,SPECIES_LAPRAS,bug,ABILITY_SWARM,ABILITY_COMPOUND_EYES,ABILITY_QUICK_FEET,EGG_GROUP_BUG,EGG_GROUP_BUG,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,96,Enxame / Olho Composto
141,Louvadeus,SPECIES_DITTO,bug/psychic,ABILITY_SWARM,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,184,Enxame / Olho Composto
142,Escorpim,SPECIES_EEVEE,poison,ABILITY_POISON_POINT,ABILITY_LIQUID_OOZE,ABILITY_QUICK_FEET,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,95,Ponto Cego / Corpo Fedido
143,Escorpião,SPECIES_VAPOREON,poison/dark,ABILITY_POISON_POINT,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_AMORPHOUS,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,183,Ponto Cego / Corpo Fedido
144,Caramulão,SPECIES_JOLTEON,bug/water,ABILITY_SWARM,ABILITY_SWIFT_SWIM,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Enxame / Olho Composto
145,Piolhão,SPECIES_FLAREON,bug/poison,ABILITY_SWARM,ABILITY_LIQUID_OOZE,ABILITY_QUICK_FEET,EGG_GROUP_BUG,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Enxame / Olho Composto
146,Barata,SPECIES_PORYGON,bug/dark,ABILITY_SWARM,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Enxame / Olho Composto
147,Grilim,SPECIES_OMANYTE,bug,ABILITY_SWARM,ABILITY_COMPOUND_EYES,ABILITY_QUICK_FEET,EGG_GROUP_BUG,EGG_GROUP_BUG,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,95,Enxame / Olho Composto
148,Grilão,SPECIES_OMASTAR,bug/normal,ABILITY_SWARM,ABILITY_PICKUP,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,185,Enxame / Olho Composto
149,Aranhão,SPECIES_KABUTO,bug/poison,ABILITY_SWARM,ABILITY_LIQUID_OOZE,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Enxame / Olho Composto
150,Vespão,SPECIES_KABUTOPS,bug/flying,ABILITY_SWARM,ABILITY_BIG_PECKS,ABILITY_QUICK_FEET,EGG_GROUP_BUG,EGG_GROUP_FLYING,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Enxame / Olho Composto
151,Marimbondão,SPECIES_AERODACTYL,bug/poison,ABILITY_SWARM,ABILITY_LIQUID_OOZE,ABILITY_QUICK_FEET,EGG_GROUP_BUG,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,Enxame / Olho Composto
152,Traça,SPECIES_SNORLAX,bug/normal,ABILITY_SWARM,ABILITY_PICKUP,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Enxame / Olho Composto
153,Corupião,SPECIES_ARTICUNO,bug/ground,ABILITY_SWARM,ABILITY_ARENA_TRAP,ABILITY_QUICK_FEET,EGG_GROUP_BUG,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Enxame / Olho Composto
154,Cupinzim,SPECIES_ZAPDOS,bug/ground,ABILITY_SWARM,ABILITY_ARENA_TRAP,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Enxame / Olho Composto
155,Formigão-Preto,SPECIES_MOLTRES,bug/dark,ABILITY_SWARM,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_BUG,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Enxame / Olho Composto
156,Beija-flor,SPECIES_DRATINI,flying/fairy,ABILITY_KEEN_EYE,ABILITY_MAGIC_GUARD,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Vista Aguçada / Vento Veloz
157,Sabiá,SPECIES_DRAGONAIR,flying/normal,ABILITY_KEEN_EYE,ABILITY_PICKUP,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Vista Aguçada / Vento Veloz
158,Bem-te-vi,SPECIES_DRAGONITE,flying/normal,ABILITY_KEEN_EYE,ABILITY_PICKUP,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Vista Aguçada / Vento Veloz
159,Urutau,SPECIES_MEWTWO,flying/ghost,ABILITY_KEEN_EYE,ABILITY_CURSED_BODY,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,Vista Aguçada / Vento Veloz
160,Carcará,SPECIES_MEW,flying/dark,ABILITY_KEEN_EYE,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Vista Aguçada / Vento Veloz
161,Gavião,SPECIES_CHIKORITA,flying/fighting,ABILITY_KEEN_EYE,ABILITY_INNER_FOCUS,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Vista Aguçada / Vento Veloz
162,Urubu,SPECIES_BAYLEEF,flying/dark,ABILITY_KEEN_EYE,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,185,Vista Aguçada / Vento Veloz
163,Corurupim,SPECIES_MEGANIUM,flying/psychic,ABILITY_KEEN_EYE,ABILITY_TELEPATHY,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,95,Vista Aguçada / Vento Veloz
164,Coruja,SPECIES_CYNDAQUIL,flying/psychic,ABILITY_KEEN_EYE,ABILITY_TELEPATHY,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,185,Vista Aguçada / Vento Veloz
165,Jaburu,SPECIES_QUILAVA,flying/water,ABILITY_KEEN_EYE,ABILITY_SWIFT_SWIM,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Vista Aguçada / Vento Veloz
166,Ema,SPECIES_TYPHLOSION,normal/flying,ABILITY_RUN_AWAY,ABILITY_BIG_PECKS,ABILITY_SHEER_FORCE,EGG_GROUP_FIELD,EGG_GROUP_FLYING,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Faro / Placidez
167,Seriema,SPECIES_TOTODILE,flying/fighting,ABILITY_KEEN_EYE,ABILITY_INNER_FOCUS,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Vista Aguçada / Vento Veloz
168,Anú,SPECIES_CROCONAW,flying/dark,ABILITY_KEEN_EYE,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Vista Aguçada / Vento Veloz
169,Trinca-Ferro,SPECIES_FERALIGATR,flying/steel,ABILITY_KEEN_EYE,ABILITY_BATTLE_ARMOR,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Vista Aguçada / Vento Veloz
170,Curió,SPECIES_SENTRET,flying/normal,ABILITY_KEEN_EYE,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,Vista Aguçada / Vento Veloz
171,Sanhaço,SPECIES_FURRET,flying/fairy,ABILITY_KEEN_EYE,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Vista Aguçada / Vento Veloz
172,Papa-Formiga,SPECIES_HOOTHOOT,flying/bug,ABILITY_KEEN_EYE,ABILITY_COMPOUND_EYES,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_BUG,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Vista Aguçada / Vento Veloz
173,Choca,SPECIES_NOCTOWL,flying/normal,ABILITY_KEEN_EYE,ABILITY_PICKUP,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,Vista Aguçada / Vento Veloz
174,Bacurau,SPECIES_LEDYBA,flying/dark,ABILITY_KEEN_EYE,ABILITY_PRANKSTER,ABILITY_SHEER_FORCE,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Vista Aguçada / Vento Veloz
175,João-de-Barro,SPECIES_LEDIAN,flying/ground,ABILITY_KEEN_EYE,ABILITY_ARENA_TRAP,ABILITY_QUICK_FEET,EGG_GROUP_FLYING,EGG_GROUP_FIELD,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Vista Aguçada / Vento Veloz
176,Sementim,SPECIES_SPINARAK,grass,ABILITY_OVERGROW,ABILITY_CHLOROPHYLL,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_GRASS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,94,Espessura / Colheita
177,Muda,SPECIES_ARIADOS,grass,ABILITY_OVERGROW,ABILITY_CHLOROPHYLL,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_GRASS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,90,134,Espessura / Colheita
178,Jequitibá,SPECIES_CROBAT,grass/rock,ABILITY_OVERGROW,ABILITY_ROCK_HEAD,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_MINERAL,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,45,185,Espessura / Colheita
179,Bromelinha,SPECIES_CHINCHOU,grass/water,ABILITY_OVERGROW,ABILITY_SWIFT_SWIM,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Espessura / Colheita
180,Orquidina,SPECIES_LANTURN,grass/fairy,ABILITY_OVERGROW,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Espessura / Colheita
181,Vitóriarégia,SPECIES_PICHU,grass/water,ABILITY_OVERGROW,ABILITY_SWIFT_SWIM,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_WATER_1,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,Espessura / Colheita
182,Ipê,SPECIES_CLEFFA,grass/fairy,ABILITY_OVERGROW,ABILITY_MAGIC_GUARD,ABILITY_SHEER_FORCE,EGG_GROUP_GRASS,EGG_GROUP_FAIRY,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,148,Espessura / Colheita
183,Cipó,SPECIES_IGGLYBUFF,grass/poison,ABILITY_OVERGROW,ABILITY_LIQUID_OOZE,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_AMORPHOUS,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,149,Espessura / Colheita
184,Palmito,SPECIES_TOGEPI,grass/fighting,ABILITY_OVERGROW,ABILITY_INNER_FOCUS,ABILITY_QUICK_FEET,EGG_GROUP_GRASS,EGG_GROUP_HUMAN_LIKE,PERCENT_FEMALE(50),20,GROWTH_MEDIUM_FAST,180,150,Espessura / Colheita
